epoch,dice_coef,jacard_coef,loss,lr,mean_io_u,precision,recall,val_dice_coef,val_jacard_coef,val_loss,val_mean_io_u,val_precision,val_recall
24,0.7228605151176453,0.566192626953125,0.0633302703499794,0.00020000001,0.4639125466346741,0.8094878792762756,0.7898930311203003,0.7160348296165466,0.5582234859466553,0.06868015974760056,0.4637600779533386,0.7858864665031433,0.7884016036987305
25,0.7250288724899292,0.568825900554657,0.0627732202410698,0.00020000001,0.46391263604164124,0.8110804557800293,0.7921907305717468,0.7124396562576294,0.5537938475608826,0.06851966679096222,0.4637600779533386,0.8012493252754211,0.7672895789146423
26,0.7268805503845215,0.5711751580238342,0.06257107853889465,0.00020000001,0.46391260623931885,0.8125559091567993,0.7915552854537964,0.7191585898399353,0.5620882511138916,0.06958743184804916,0.4637600779533386,0.7740126848220825,0.8020941615104675
27,0.7293408513069153,0.5741558074951172,0.06180023029446602,0.00020000001,0.4639125466346741,0.8127418160438538,0.7976465225219727,0.7213883996009827,0.5647792220115662,0.0687490776181221,0.4637600779533386,0.7801914811134338,0.7992510199546814
28,0.7331525087356567,0.5789145827293396,0.061076581478118896,0.00020000001,0.46391263604164124,0.8165900707244873,0.7988798022270203,0.7238503098487854,0.5678026676177979,0.06884482502937317,0.4637600779533386,0.774037778377533,0.8075997233390808
29,0.7346811890602112,0.5808475017547607,0.06075674667954445,0.00020000001,0.46391257643699646,0.8165536522865295,0.8013870120048523,0.725138247013092,0.5693379640579224,0.06762751936912537,0.4637600779533386,0.7791958451271057,0.8118165731430054
30,0.7371231913566589,0.5838379263877869,0.06013825535774231,0.00020000001,0.4639125466346741,0.8180216550827026,0.8037763833999634,0.7285018563270569,0.5736090540885925,0.06856091320514679,0.4637600779533386,0.7869803309440613,0.7945195436477661
31,0.739730715751648,0.5871430039405823,0.05959496274590492,0.00020000001,0.4639125466346741,0.8214268088340759,0.8045637011528015,0.7291107177734375,0.5743032097816467,0.06883013993501663,0.4637600779533386,0.7678545117378235,0.8230105638504028
32,0.7421861886978149,0.5902037620544434,0.05920449644327164,0.00020000001,0.4639125466346741,0.8212209343910217,0.8086565136909485,0.7226029634475708,0.5662791728973389,0.06858880817890167,0.4637600779533386,0.7927452325820923,0.7820624709129333
33,0.7443461418151855,0.5929760336875916,0.05864569544792175,0.00020000001,0.4639125466346741,0.8232911229133606,0.8093412518501282,0.7257487177848816,0.5702129006385803,0.06882567703723907,0.4637600779533386,0.7753204107284546,0.8110170364379883
34,0.7456847429275513,0.5946445465087891,0.057612452656030655,2.0000001e-05,0.4639125466346741,0.8276910781860352,0.8123077154159546,0.7286275625228882,0.5737852454185486,0.06851784884929657,0.4637600779533386,0.7866944074630737,0.7992914319038391
35,0.7490891218185425,0.5989614725112915,0.05735953524708748,2.0000001e-05,0.4639125466346741,0.8271925449371338,0.8146710991859436,0.7303944826126099,0.5759686231613159,0.0684519037604332,0.4637600779533386,0.7855826020240784,0.8010118007659912
36,0.7495393753051758,0.5995585322380066,0.0572260320186615,2.0000001e-05,0.46391260623931885,0.827031135559082,0.8158988952636719,0.7313861846923828,0.5772395730018616,0.0691518560051918,0.4637600779533386,0.7838593125343323,0.8030234575271606
37,0.7512108683586121,0.6016934514045715,0.056961555033922195,2.0000001e-05,0.4639125466346741,0.8283981680870056,0.8157495856285095,0.73167884349823,0.5776116847991943,0.06937385350465775,0.4637600779533386,0.7854748964309692,0.8004610538482666
38,0.7519460916519165,0.602625846862793,0.05673440545797348,1e-05,0.46391257643699646,0.8284311890602112,0.8182622790336609,0.7318171858787537,0.5777844786643982,0.06927918642759323,0.4637600779533386,0.7851961255073547,0.8014625906944275
39,0.7524903416633606,0.6033472418785095,0.05675831064581871,1e-05,0.4639125466346741,0.8279750943183899,0.8180980086326599,0.7320874333381653,0.5781146287918091,0.06915891170501709,0.4637600779533386,0.785783588886261,0.8007672429084778
